row_num	source_locale	key	english	main_chinese	source_chinese	status	review_note
734	SkillLoc\Physical\en.json	675f92fd0f975501f7ab1de4 name	Current objective: KILL	当前目标：杀戮	当前目标：杀戮	matches_source	Main mirror matches the manually reviewed source locale entry.
735	SkillLoc\Physical\en.json	675f92fd0f975501f7ab1de4 successMT	So much blood in such a short time... and you look like you had fun. Horrifying. Go on, then; I don't think anything will stress you out.	这么短时间里流了这么多血……而你看上去还挺开心。真吓人。去吧，我看已经没什么能让你紧张了。	这么短时间里流了这么多血……而你看上去还挺开心。真吓人。去吧，我看已经没什么能让你紧张了。	matches_source	Main mirror matches the manually reviewed source locale entry.
736	SkillLoc\Physical\en.json	675f9325c25d93710c7e7cd4	Complete either of the options in one raid and survive	在单场战局内完成任一选项并成功撤离	在单场战局内完成任一选项并成功撤离	matches_source	Main mirror matches the manually reviewed source locale entry.
737	SkillLoc\Physical\en.json	675f93f1d40d1e0ee8bc1b25 acceptMT	I don't think I needed to be asked this...	这种事应该不用你特地提醒吧……	这种事应该不用你特地提醒吧……	matches_source	Main mirror matches the manually reviewed source locale entry.
738	SkillLoc\Physical\en.json	675f93f1d40d1e0ee8bc1b25 description	You wanna hear something painfully obvious? Bleeding isn't good. Yet there sure as heck seems to be a lot of blood spilled in this region. I'm actually not great with blood myself... I don't get sick or anything, I just dislike seeing it except for very specific circumstances. Do me a favor, keep your blood inside your body. I think it'd appreciate it as well.	想听句显而易见的废话吗？流血可不是什么好事。可这片地方偏偏到处都是血。我其实不太擅长面对血……倒不会恶心，就是除了极少数场合外，我都不喜欢看见它。帮我个忙，把你的血留在身体里。我觉得它自己也会感谢你的。	想听句显而易见的废话吗？流血可不是什么好事。可这片地方偏偏到处都是血。我其实不太擅长面对血……倒不会恶心，就是除了极少数场合外，我都不喜欢看见它。帮我个忙，把你的血留在身体里。我觉得它自己也会感谢你的。	matches_source	Main mirror matches the manually reviewed source locale entry.
739	SkillLoc\Physical\en.json	675f93f1d40d1e0ee8bc1b25 name	No time to bleed	没空流血	没空流血	matches_source	Main mirror matches the manually reviewed source locale entry.
740	SkillLoc\Physical\en.json	675f93f1d40d1e0ee8bc1b25 successMT	Good! I'm glad to see that you know how to patch yourself up.	很好！很高兴看到你知道该怎么把自己补好。	很好！很高兴看到你知道该怎么把自己补好。	matches_source	Main mirror matches the manually reviewed source locale entry.
741	SkillLoc\Physical\en.json	675f940f522626bacfc3cd13	Stop 7 bleeds	止住 7 次流血	止住 7 次流血	matches_source	Main mirror matches the manually reviewed source locale entry.
742	SkillLoc\Physical\en.json	675f95176d42d89508a92b49 acceptMT	What is this supposed to accomplish?	这到底能证明什么？	这到底能证明什么？	matches_source	Main mirror matches the manually reviewed source locale entry.
743	SkillLoc\Physical\en.json	675f95176d42d89508a92b49 description	You've proved to me that you know how to stop a bleeding. What if you're out of supplies, though? Can you survive that serious loss of blood pressure and energy? Try not to pass out in the process.	你已经证明自己会止血了。可要是手头没物资呢？大量失血带来的低血压和虚弱，你扛得住吗？尽量别在过程中昏过去。	你已经证明自己会止血了。可要是手头没物资呢？大量失血带来的低血压和虚弱，你扛得住吗？尽量别在过程中昏过去。	matches_source	Main mirror matches the manually reviewed source locale entry.
744	SkillLoc\Physical\en.json	675f95176d42d89508a92b49 name	Bled dry	失血殆尽	失血殆尽	matches_source	Main mirror matches the manually reviewed source locale entry.
745	SkillLoc\Physical\en.json	675f95176d42d89508a92b49 successMT	Why on earth did you listen to me? Goodness, you look pale as a sheet. Please tell me you have a bloodbag somewhere.	天哪，你怎么还真照做了？老天，你脸白得跟纸一样。告诉我你身上至少带了袋血。	天哪，你怎么还真照做了？老天，你脸白得跟纸一样。告诉我你身上至少带了袋血。	matches_source	Main mirror matches the manually reviewed source locale entry.
746	SkillLoc\Physical\en.json	675f95839596429cc94eb70d	Survive a heavy bleed for five minutes	在重度流血状态下生存 5 分钟	在重度流血状态下生存 5 分钟	matches_source	Main mirror matches the manually reviewed source locale entry.
747	SkillLoc\Physical\en.json	675f95ee44f9feda02d1b557 acceptMT	Something a little more agreeable...	这回总算顺眼点了……	这回总算顺眼点了……	matches_source	Main mirror matches the manually reviewed source locale entry.
748	SkillLoc\Physical\en.json	675f95ee44f9feda02d1b557 description	I still can't believe you survived that. Just how on earth does your body regenerate from such wounds? Even losing so much blood, you kept going. I don't understand yet, but I don't need to. And I definitely don't need to see you bleed that much again. I don't think you'd want to either. Prove to me that you know how to fix yourself up, including your bones.	我到现在都不敢相信你居然活下来了。你的身体到底是怎么从那种伤里长回来的？失了那么多血，你居然还没倒下。我现在还没弄明白，但也没必要现在就明白。更重要的是，我绝对不想再看你流那么多血了。我想你自己也不想。证明给我看，你知道怎么把自己修好，连骨头也一起。	我到现在都不敢相信你居然活下来了。你的身体到底是怎么从那种伤里长回来的？失了那么多血，你居然还没倒下。我现在还没弄明白，但也没必要现在就明白。更重要的是，我绝对不想再看你流那么多血了。我想你自己也不想。证明给我看，你知道怎么把自己修好，连骨头也一起。	matches_source	Main mirror matches the manually reviewed source locale entry.
749	SkillLoc\Physical\en.json	675f95ee44f9feda02d1b557 name	Never again	别再来一次	别再来一次	matches_source	Main mirror matches the manually reviewed source locale entry.
750	SkillLoc\Physical\en.json	675f95ee44f9feda02d1b557 successMT	Not enough.	还不够。	还不够。	matches_source	Main mirror matches the manually reviewed source locale entry.
751	SkillLoc\Physical\en.json	675f960a19d277e8821b85f0	Use any bleed or fracture-fixing item 25 times (exlcuding medkits)	使用任意止血或治疗骨折的物品 25 次（不含医疗包）	使用任意止血或治疗骨折的物品 25 次（不含医疗包）	matches_source	Main mirror matches the manually reviewed source locale entry.
752	SkillLoc\Physical\en.json	675f9624d456e1f9110c5a84 acceptMT	I didn't know I could piss off an angel...	我还真不知道天使也会被我惹火……	我还真不知道天使也会被我惹火……	matches_source	Main mirror matches the manually reviewed source locale entry.
753	SkillLoc\Physical\en.json	675f9624d456e1f9110c5a84 description	More, more! Not just blood, not just broken bones, I want everything!! Do you even know what its like watching you die so many times? Do you even know you're dying? How many times can you die so painfully, so slowly, and still go out there guns blazing? What is wrong with you? You have to know how to use EVERYTHING to keep yourself alive!	更多，还要更多！不只是血，不只是骨折，我全都要！！你知道我看着你死了那么多次是什么滋味吗？你到底知不知道自己正在死？你还能那样痛、那样慢地死上多少次，然后转头又端着枪冲出去？你到底怎么回事？你必须学会用上一切手段让自己活着！	更多，还要更多！不只是血，不只是骨折，我全都要！！你知道我看着你死了那么多次是什么滋味吗？你到底知不知道自己正在死？你还能那样痛、那样慢地死上多少次，然后转头又端着枪冲出去？你到底怎么回事？你必须学会用上一切手段让自己活着！	matches_source	Main mirror matches the manually reviewed source locale entry.
754	SkillLoc\Physical\en.json	675f9624d456e1f9110c5a84 name	To be free from death	挣脱死亡	挣脱死亡	matches_source	Main mirror matches the manually reviewed source locale entry.
755	SkillLoc\Physical\en.json	675f9624d456e1f9110c5a84 successMT	Yes! Thank you. Keep yourself alive, for your own sake? I wasn't kidding when I said I don't like seeing you die. If I haven't told you already, I don't particularly care for blood and death and corpses, not least the blood and corpse of someone I'm suppose to be helping. Having to watch you die all the time is painful... so die less, alright?	对，就是这样！谢谢你。为了你自己，也尽量活下来，好吗？我说我不喜欢看你死，可不是开玩笑。我本来就不喜欢血、死亡和尸体，更别提那还是一个我本该帮助的人流的血、变成的尸体。总看着你死，真的很难受……所以，少死几次，好吗？	对，就是这样！谢谢你。为了你自己，也尽量活下来，好吗？我说我不喜欢看你死，可不是开玩笑。我本来就不喜欢血、死亡和尸体，更别提那还是一个我本该帮助的人流的血、变成的尸体。总看着你死，真的很难受……所以，少死几次，好吗？	matches_source	Main mirror matches the manually reviewed source locale entry.
756	SkillLoc\Physical\en.json	675f96440b7088b7f252b7a4	Use an AI-2 30 times	使用 AI-2急救组合 30 次	使用 AI-2急救组合 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
757	SkillLoc\Physical\en.json	675f9651e52dddc6d32ba7a1	Use a CAR 30 times	使用车载急救包 30 次	使用车载急救包 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
758	SkillLoc\Physical\en.json	675f966b7f2c782221925815	Use an IFAK 30 times	使用 IFAK单兵战术急救包 30 次	使用 IFAK单兵战术急救包 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
759	SkillLoc\Physical\en.json	675f9676fe096f36ab84b341	Use an AFAK 30 times	使用 AFAK单兵战术急救包 30 次	使用 AFAK单兵战术急救包 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
760	SkillLoc\Physical\en.json	675f968acf842085d3cea2da	Use a Salewa 30 times	使用 Salewa 急救包 30 次	使用 Salewa 急救包 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
761	SkillLoc\Physical\en.json	675f9695ab1b955db5ec3051	Use a Grizzly 30 times	使用 Grizzly 急救包 30 次	使用 Grizzly 急救包 30 次	matches_source	Main mirror matches the manually reviewed source locale entry.
762	SkillLoc\Physical\en.json	675f96a0025937005bda863f	Use an Aseptic bandage 5 times	使用无菌绷带 5 次	使用无菌绷带 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
763	SkillLoc\Physical\en.json	675f96adbbfd0e7d88265977	Use an Army bandage 5 times	使用军用绷带 5 次	使用军用绷带 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
764	SkillLoc\Physical\en.json	675f96c5e1762e98f03ed0eb	Use an Esmarch 5 times	使用 Esmarch 止血带 5 次	使用 Esmarch 止血带 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
765	SkillLoc\Physical\en.json	675f96d151ab3ec123f5f698	Use a CAT 5 times	使用 CAT 止血带 5 次	使用 CAT 止血带 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
766	SkillLoc\Physical\en.json	675f96d56af8bc0388549237	Use a CALOK 5 times	使用 CALOK-B止血剂 5 次	使用 CALOK-B止血剂 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
767	SkillLoc\Physical\en.json	675f96e5d29337d04a331ef8	Use an Immobilizing splint 5 times	使用固定夹板 5 次	使用固定夹板 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
768	SkillLoc\Physical\en.json	675f96ef897646e20a94c77e	Use an Aluminum  5 times	使用铝固定夹板 5 次	使用铝固定夹板 5 次	matches_source	Main mirror matches the manually reviewed source locale entry.
769	SkillLoc\Physical\en.json	675f96fda1cf19e0537d8621	Use a CMS kit twice	使用 CMS 手术包 2 次	使用 CMS 手术包 2 次	matches_source	Main mirror matches the manually reviewed source locale entry.
770	SkillLoc\Physical\en.json	675f97087be4e2a0f9ae0b1f	Use a SURV-12 kit twice	使用 Surv12野战手术包 2 次	使用 Surv12野战手术包 2 次	matches_source	Main mirror matches the manually reviewed source locale entry.
771	SkillLoc\Physical\en.json	675f971b42e3cd8f53092cb7	Use any stimulant that provides health regen 8 times.	使用任意提供生命恢复效果的兴奋剂 8 次	使用任意提供生命恢复效果的兴奋剂 8 次	matches_source	Main mirror matches the manually reviewed source locale entry.
772	SkillLoc\Practical\en.json	675f9c24b899eb8bfaa57771 acceptMT	Not like I had a sleep schedule to begin with	反正我本来也没什么作息可言。	反正我本来也没什么作息可言。	matches_source	Main mirror matches the manually reviewed source locale entry.
773	SkillLoc\Practical\en.json	675f9c24b899eb8bfaa57771 description	The art of moving silently is a lot less artistic when you're carrying the weight of dead men's souls on your back. Oh, also their guns and gear. Regardless, knowing how to move quietly will save your life more often than you think. Especially if those you are fighting are more... SAIN than usual, if you know what I mean. Learn how to kill your enemey without them knowing where it came from. Let's start easily, with the assistance of the night.	背上扛着死人留下的一切时，悄无声息地移动可就没什么“艺术感”了。哦，还有他们的枪和装备。不管怎么说，学会安静行动，救你命的次数会比你想的更多。尤其是当你要对付的家伙比平时更……SAIN一点时，你懂我意思吧。学会在敌人还没反应过来攻击从哪来的时候就把他放倒。先从简单的开始，让夜色帮你一把。	背上扛着死人留下的一切时，悄无声息地移动可就没什么“艺术感”了。哦，还有他们的枪和装备。不管怎么说，学会安静行动，救你命的次数会比你想的更多。尤其是当你要对付的家伙比平时更……SAIN一点时，你懂我意思吧。学会在敌人还没反应过来攻击从哪来的时候就把他放倒。先从简单的开始，让夜色帮你一把。	matches_source	Main mirror matches the manually reviewed source locale entry.
774	SkillLoc\Practical\en.json	675f9c24b899eb8bfaa57771 name	Taking a night off	借夜而行	借夜而行	matches_source	Main mirror matches the manually reviewed source locale entry.
775	SkillLoc\Practical\en.json	675f9c24b899eb8bfaa57771 successMT	Getting familiar with the evening times? Good, there's a lot more of it in your near future. Don't forget to sleep at some point.	开始习惯夜里的时间了？很好，接下来你还会跟它打更多交道。别忘了找个时候睡觉。	开始习惯夜里的时间了？很好，接下来你还会跟它打更多交道。别忘了找个时候睡觉。	matches_source	Main mirror matches the manually reviewed source locale entry.
776	SkillLoc\Practical\en.json	675f9c43bee183a11d37c705	Kill 10 enemies between 9PM-4AM	在 21:00 至 04:00 之间击杀 10 名敌人	在 21:00 至 04:00 之间击杀 10 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
777	SkillLoc\Practical\en.json	675f9d45ca2e32afe77e1d67 acceptMT	What if I was already using a suppressor?	要是我本来就在用抑制器呢？	要是我本来就在用抑制器呢？	matches_source	Main mirror matches the manually reviewed source locale entry.
778	SkillLoc\Practical\en.json	675f9d45ca2e32afe77e1d67 description	The darkness is nice and all, but you know what I just thought of? The darkness doesn't conceal how loud your gun is. Or how loud you are. I mean, the whole point of *covert* movement is to be quiet, sneaky? Show me how it's done.	黑暗当然不错，但我刚想到一件事。黑暗可遮不住你的枪声，也遮不住你自己发出的动静。我的意思是，*隐蔽*行动的重点不就是安静、鬼鬼祟祟吗？做给我看看。	黑暗当然不错，但我刚想到一件事。黑暗可遮不住你的枪声，也遮不住你自己发出的动静。我的意思是，*隐蔽*行动的重点不就是安静、鬼鬼祟祟吗？做给我看看。	matches_source	Main mirror matches the manually reviewed source locale entry.
779	SkillLoc\Practical\en.json	675f9d45ca2e32afe77e1d67 name	Silent night	寂静之夜	寂静之夜	matches_source	Main mirror matches the manually reviewed source locale entry.
780	SkillLoc\Practical\en.json	675f9d45ca2e32afe77e1d67 successMT	Wow, that was so quiet I was able to sleep through the night. Thanks	哇，安静到我都能一觉睡到天亮。谢了。	哇，安静到我都能一觉睡到天亮。谢了。	matches_source	Main mirror matches the manually reviewed source locale entry.
781	SkillLoc\Practical\en.json	675f9d6d44eb075413215fad	Kill 15 enemies between 9PM-4AM while using a suppressor	在 21:00 至 04:00 之间使用消音器击杀 15 名敌人	在 21:00 至 04:00 之间使用消音器击杀 15 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
782	SkillLoc\Practical\en.json	675f9d80ef73fbac97959390 acceptMT	Oh, lovely.	哦，真好。	哦，真好。	matches_source	Main mirror matches the manually reviewed source locale entry.
783	SkillLoc\Practical\en.json	675f9d80ef73fbac97959390 description	There's a lot of different ways you can manipulate your body to provide momentum. There's quite a lot of speeds you can do it at, as well. Not only are most of these ways helpful for movement, but sometimes it's advantages for killing, getting a good angle on your opponent. Let's see just how well you can take advantage of the terrain around you.	你能用身体制造动能的方式可不少，速度也有很多种。这里面大多数不光有利于移动，有时也有利于杀人，比如给对手找个更刁钻的角度。让我看看你能把周围的地形利用到什么程度。	你能用身体制造动能的方式可不少，速度也有很多种。这里面大多数不光有利于移动，有时也有利于杀人，比如给对手找个更刁钻的角度。让我看看你能把周围的地形利用到什么程度。	matches_source	Main mirror matches the manually reviewed source locale entry.
784	SkillLoc\Practical\en.json	675f9d80ef73fbac97959390 name	So many ways to move (and kill)	移动与杀戮的各种方式	移动与杀戮的各种方式	matches_source	Main mirror matches the manually reviewed source locale entry.
785	SkillLoc\Practical\en.json	675f9d80ef73fbac97959390 successMT	Hehe, look at you squirming all over the place. That's how you do it, though. Put aside how it looks, it helps you survive.	嘿，看你满地乱窜的样子。就是得这么干。先别管好不好看，它能让你活下来。	嘿，看你满地乱窜的样子。就是得这么干。先别管好不好看，它能让你活下来。	matches_source	Main mirror matches the manually reviewed source locale entry.
786	SkillLoc\Practical\en.json	675f9e1348d3a6f7f70a4097	Move 400 units in covert movement	以隐蔽行动移动400单位	以隐蔽行动移动400单位	matches_source	Main mirror matches the manually reviewed source locale entry.
787	SkillLoc\Practical\en.json	675f9e3d5139b3c4edbdfd5a acceptMT	Anyone remember the Spectre from BO1? Just me? Alright...	还有人记得BO1里的Spectre吗？只有我？行吧……	还有人记得BO1里的Spectre吗？只有我？行吧……	matches_source	Main mirror matches the manually reviewed source locale entry.
788	SkillLoc\Practical\en.json	675f9e3d5139b3c4edbdfd5a description	Alright, we've gotten plenty of practice, and I've shown you everything there is to be learned about stealth. Now, I have a fun challenge for you. Go to the customs or the mall, and kill three of those PMC guys. The catch? You can't get hurt whatsoever. If you get shot once, you gotta retry. If you break your leg, that's not quiet enough, and you're an idiot. I'd say 'Godspeed' to you, but that won't help this time.	好了，练得已经够多了，关于潜行能教你的我也都教完了。现在我给你个有意思的挑战。去海关或者商场，干掉那帮PMC里的三个。条件？你一点伤都不能受。只要中一枪，就得重来。要是摔断了腿，那说明你还不够安静，而且你蠢。我本来想祝你“顺风”，但这次恐怕没用。	好了，练得已经够多了，关于潜行能教你的我也都教完了。现在我给你个有意思的挑战。去海关或者商场，干掉那帮PMC里的三个。条件？你一点伤都不能受。只要中一枪，就得重来。要是摔断了腿，那说明你还不够安静，而且你蠢。我本来想祝你“顺风”，但这次恐怕没用。	matches_source	Main mirror matches the manually reviewed source locale entry.
789	SkillLoc\Practical\en.json	675f9e3d5139b3c4edbdfd5a name	Spectre	幽魂	幽魂	matches_source	Main mirror matches the manually reviewed source locale entry.
790	SkillLoc\Practical\en.json	675f9e3d5139b3c4edbdfd5a successMT	Perfection. You are a terror in the night.	完美。你就是夜里的噩梦。	完美。你就是夜里的噩梦。	matches_source	Main mirror matches the manually reviewed source locale entry.
791	SkillLoc\Practical\en.json	675f9e5d0b0169a7d2784858	Kill 3 PMCs in one night raid, on Customs or Interchange, with a suppressor, without taking damage	在海关或立交桥的单场夜间战局内，使用抑制器并在不受伤的情况下击杀 3 名 PMC	在海关或立交桥的单场夜间战局内，使用抑制器并在不受伤的情况下击杀 3 名 PMC	matches_source	Main mirror matches the manually reviewed source locale entry.
792	SkillLoc\Practical\en.json	675f9e7ac72aad589029aceb acceptMT	Finally. Vitaman D	终于。维生素D。	终于。维生素D。	matches_source	Main mirror matches the manually reviewed source locale entry.
793	SkillLoc\Practical\en.json	675f9e7ac72aad589029aceb description	The night is now yours, you strike all and are seen by none. A myth, an urban legend. The spectre of Tarkov. Unfortunately for you, the night doesn't last forever. Sometimes, it isn't even an option. Can the spectre haunt during the day, or will the sun protect the inhabitants of Tarkov?	夜晚现在属于你。你出手无声，无人见你。神话，都市传说，塔科夫的幽魂。可惜夜晚不会永远持续，有时甚至根本没得选。这个幽魂能不能在白天继续游荡，还是说太阳会庇护塔科夫的居民？	夜晚现在属于你。你出手无声，无人见你。神话，都市传说，塔科夫的幽魂。可惜夜晚不会永远持续，有时甚至根本没得选。这个幽魂能不能在白天继续游荡，还是说太阳会庇护塔科夫的居民？	matches_source	Main mirror matches the manually reviewed source locale entry.
794	SkillLoc\Practical\en.json	675f9e7ac72aad589029aceb name	A shadow in the daylight	白昼中的影子	白昼中的影子	matches_source	Main mirror matches the manually reviewed source locale entry.
795	SkillLoc\Practical\en.json	675f9e7ac72aad589029aceb successMT	And thus, a new Tarkov legend is born. Go on, Shadow of Tarkov.	于是，塔科夫新的传说诞生了。去吧，塔科夫之影。	于是，塔科夫新的传说诞生了。去吧，塔科夫之影。	matches_source	Main mirror matches the manually reviewed source locale entry.
796	SkillLoc\Practical\en.json	675f9f31d6dd3b948bc558b9	Kill 6 enemies in one raid on Customs, Reserve, or Interchange, with a suppressor, without taking damage	在海关、储备站或立交桥的单场战局内，使用抑制器并在不受伤的情况下击杀 6 名敌人	在海关、储备站或立交桥的单场战局内，使用抑制器并在不受伤的情况下击杀 6 名敌人	matches_source	Main mirror matches the manually reviewed source locale entry.
797	SkillLoc\Practical\en.json	675fa57b9341fd1dca361a9a acceptMT	Y'know, I don't know if I like you watching me in my hideout...	说真的，我不确定我喜不喜欢你在我藏身处里盯着我……	说真的，我不确定我喜不喜欢你在我藏身处里盯着我……	matches_source	Main mirror matches the manually reviewed source locale entry.
798	SkillLoc\Practical\en.json	675fa57b9341fd1dca361a9a description	Considering you have a hideout, you sure learn how to make good use of it. You've built some modules by now, correct? Let me show you how to use it efficiently. We'll start off with some essentials, like medical supplies. Go make a few things at that medstation of yours, stuff you might bring into raid.	既然你有藏身处，那就得学会好好利用它。你现在应该已经建了几个模块，对吧？我来教你怎么高效使用。先从必需品开始，比如医疗物资。去你的医疗站做点东西，做些你可能会带进战局的玩意。	既然你有藏身处，那就得学会好好利用它。你现在应该已经建了几个模块，对吧？我来教你怎么高效使用。先从必需品开始，比如医疗物资。去你的医疗站做点东西，做些你可能会带进战局的玩意。	matches_source	Main mirror matches the manually reviewed source locale entry.
799	SkillLoc\Practical\en.json	675fa57b9341fd1dca361a9a name	Basic Medication	基础医疗	基础医疗	matches_source	Main mirror matches the manually reviewed source locale entry.
800	SkillLoc\Practical\en.json	675fa57b9341fd1dca361a9a successMT	There you go! See if those help you out later today.	这就对了！看看今天晚些时候这些东西能不能帮上你。	这就对了！看看今天晚些时候这些东西能不能帮上你。	matches_source	Main mirror matches the manually reviewed source locale entry.
801	SkillLoc\Practical\en.json	675fa595691ad4b512bdbec9	Complete 2 crafts at the Medstation	在医疗站完成 2 次制作	在医疗站完成 2 次制作	matches_source	Main mirror matches the manually reviewed source locale entry.
802	SkillLoc\Practical\en.json	675fa5d912e50296e7a6a7fe acceptMT	You know what they say about idle hands...	不是都说闲着的手最会惹事吗……	不是都说闲着的手最会惹事吗……	matches_source	Main mirror matches the manually reviewed source locale entry.
803	SkillLoc\Practical\en.json	675fa5d912e50296e7a6a7fe description	You know how to craft some basic medication, and that's good! But there's a lot more you can do in this place. You can make ammo, armor, even entire weapons! Not to mention other important things like food, water, and things you can sell for profit. Let's try using all your workstations, really get you familiar with what you're working with.	你已经会做点基础医疗物资了，这很好！但这地方能做的远不止这些。你能做子弹、护甲，甚至整把枪！更别说食物、水，还有那些能拿去卖钱的东西。把你的各个工作站都用起来，让你真正熟悉手里这些设备。	你已经会做点基础医疗物资了，这很好！但这地方能做的远不止这些。你能做子弹、护甲，甚至整把枪！更别说食物、水，还有那些能拿去卖钱的东西。把你的各个工作站都用起来，让你真正熟悉手里这些设备。	matches_source	Main mirror matches the manually reviewed source locale entry.
804	SkillLoc\Practical\en.json	675fa5d912e50296e7a6a7fe name	A Proper Utilization of Resources	合理利用资源	合理利用资源	matches_source	Main mirror matches the manually reviewed source locale entry.
805	SkillLoc\Practical\en.json	675fa5d912e50296e7a6a7fe successMT	How about that? You got a whole factory going on in there, you can make just about anything you want. ...Hmm, y'know, 'factory' gives me an idea.	怎么样？你那地方都快成工厂了，想做什么都行。……嗯，你知道吗，“工厂”这个词倒是给了我个点子。	怎么样？你那地方都快成工厂了，想做什么都行。……嗯，你知道吗，“工厂”这个词倒是给了我个点子。	matches_source	Main mirror matches the manually reviewed source locale entry.
806	SkillLoc\Practical\en.json	675fa5eb2046a3caa43abf56	Complete 30 total non-cyclic crafts	累计完成 30 次非循环制作	累计完成 30 次非循环制作	matches_source	Main mirror matches the manually reviewed source locale entry.
807	SkillLoc\Practical\en.json	675fa5f1c24382df8bb7bbef	Complete 3 crafts at the Workbench	在工作台完成 3 次制作	在工作台完成 3 次制作	matches_source	Main mirror matches the manually reviewed source locale entry.
808	SkillLoc\Practical\en.json	675fa60bb1e9c2a40d8049f3 acceptMT	New quest: Come back in five days. Sure, thanks Guiding Light.	新任务：五天后回来。行吧，谢谢你啊，指引之光。	新任务：五天后回来。行吧，谢谢你啊，指引之光。	matches_source	Main mirror matches the manually reviewed source locale entry.
809	SkillLoc\Practical\en.json	675fa60bb1e9c2a40d8049f3 description	Why do all this work yourself when you can have machines do it for you over time? I mean, let's ignore the fact that crafting seems to already happen automatically here; don't worry about that. Let's try *actual* automation, letting the station truly do it for you. There's three available in your hideout; put each of them to work.	既然机器能替你慢慢干活，你又何必事事亲力亲为？当然，我们先别管这里的制作本来就像自动完成的一样，别在意那个。来试试*真正*的自动化，让设备替你干活。你的藏身处里有三个这样的地方，把它们都运转起来。	既然机器能替你慢慢干活，你又何必事事亲力亲为？当然，我们先别管这里的制作本来就像自动完成的一样，别在意那个。来试试*真正*的自动化，让设备替你干活。你的藏身处里有三个这样的地方，把它们都运转起来。	matches_source	Main mirror matches the manually reviewed source locale entry.
810	SkillLoc\Practical\en.json	675fa60bb1e9c2a40d8049f3 name	This Totally Isn't a Factorio Reference	这绝对不是《Factorio》梗	这绝对不是《Factorio》梗	matches_source	Main mirror matches the manually reviewed source locale entry.
811	SkillLoc\Practical\en.json	675fa60bb1e9c2a40d8049f3 successMT	If only you could craft an ammo case, haha! You're not going to have any ammo shortages for a while now, that's for sure. I just hope the quality is good enough, I know some of that ammunition can be... slightly less effective against some of the beefier dudes out there. Also, don't forget that the PMM can only be fired out of the klin, not the kedr	要是连弹药箱都能做就好了，哈哈！接下来一阵子你肯定不缺子弹了，这点没跑。我只希望品质够好，我知道有些弹药对那些更壮实的家伙来说……效果会差一点。还有，别忘了PMM只能用Klin打，Kedr不行。	要是连弹药箱都能做就好了，哈哈！接下来一阵子你肯定不缺子弹了，这点没跑。我只希望品质够好，我知道有些弹药对那些更壮实的家伙来说……效果会差一点。还有，别忘了PMM只能用Klin打，Kedr不行。	matches_source	Main mirror matches the manually reviewed source locale entry.
812	SkillLoc\Practical\en.json	675fa84e5034cc5e4042b8bd	Collect Bitcoin three times	收取比特币 3 次	收取比特币 3 次	matches_source	Main mirror matches the manually reviewed source locale entry.
813	SkillLoc\Practical\en.json	675fa8547a5e687ffadf337b	Collect Purified Water ten times	收取纯净水 10 次	收取纯净水 10 次	matches_source	Main mirror matches the manually reviewed source locale entry.
814	SkillLoc\Practical\en.json	675fa988547274883ee636e7 acceptMT	Work kills creativity, I suppose.	看来工作确实会扼杀创造力。	看来工作确实会扼杀创造力。	matches_source	Main mirror matches the manually reviewed source locale entry.
815	SkillLoc\Practical\en.json	675fa988547274883ee636e7 description	Oh, there's a fourth one of these? I ran out of ideas for this branch. Shoot, uhm... ... ... Oh, screw it. Just go make a bunch of stuff, I don't really care. You know how hard it is to come up with unique ideas every time? If I could make you craft specific things, that'd be nice, but that's hell itself to do. Go make 100 AI-2s for all I care.	哦，还有第四个？这条分支我是真没点子了。呃…………算了。随便去做一堆东西吧，我真不在乎。你知道每次都想出新花样有多难吗？要是我能让你去做指定物品当然最好，可做那个简直是地狱。你就算给我做100个AI-2我都认。	哦，还有第四个？这条分支我是真没点子了。呃…………算了。随便去做一堆东西吧，我真不在乎。你知道每次都想出新花样有多难吗？要是我能让你去做指定物品当然最好，可做那个简直是地狱。你就算给我做100个AI-2我都认。	matches_source	Main mirror matches the manually reviewed source locale entry.
816	SkillLoc\Practical\en.json	675fa988547274883ee636e7 name	We Needed a 4th Crafting Quest	我们需要第四个制作任务	我们需要第四个制作任务	matches_source	Main mirror matches the manually reviewed source locale entry.
